Date time,Wind (m/s),Tout (°C)
2. 08. 2019 20:10,-0.37,17.6
2. 08. 2019 20:20,-0.4,17.5
2. 08. 2019 20:30,-0.49,17.5
2. 08. 2019 20:40,-0.52,17.4
2. 08. 2019 20:50,-0.53,17.2
2. 08. 2019 21:00,-0.59,17.1
2. 08. 2019 21:10,-0.69,17.1
3. 08. 2019 01:30,-0.62,15.3
3. 08. 2019 01:40,-0.67,15.3
3. 08. 2019 01:50,-0.72,15.2
3. 08. 2019 02:00,-0.66,15.2
3. 08. 2019 02:10,-0.57,15
3. 08. 2019 03:10,-0.49,14.9
3. 08. 2019 03:20,-0.48,14.9
3. 08. 2019 03:30,-0.49,14.7
3. 08. 2019 03:40,-0.49,14.7
3. 08. 2019 04:10,-0.48,14.7
3. 08. 2019 04:20,-0.49,14.5
3. 08. 2019 04:30,-0.48,14.3
3. 08. 2019 04:40,-0.43,14.1
3. 08. 2019 04:50,-0.45,14
3. 08. 2019 05:00,-0.47,14
3. 08. 2019 05:10,-0.53,14
3. 08. 2019 05:40,-0.47,14.1
3. 08. 2019 05:50,-0.47,14.2
3. 08. 2019 06:00,-0.52,14.3
3. 08. 2019 06:10,-0.52,14.5
3. 08. 2019 06:20,-0.5,14.7
3. 08. 2019 06:30,-0.49,14.8
3. 08. 2019 06:40,-0.45,14.9
3. 08. 2019 06:50,-0.42,15
3. 08. 2019 07:00,-0.46,15.2
3. 08. 2019 07:10,-0.51,15.5
3. 08. 2019 07:30,-0.55,15.9
3. 08. 2019 07:40,-0.59,16.8
3. 08. 2019 07:50,-0.58,17.2
3. 08. 2019 08:10,-0.55,17.3
3. 08. 2019 08:20,-0.58,17.9
3. 08. 2019 08:30,-0.56,18.2
3. 08. 2019 08:40,-0.58,18.6
3. 08. 2019 08:50,-0.59,19
3. 08. 2019 09:00,-0.54,19.5
3. 08. 2019 09:10,-0.57,19.2
3. 08. 2019 09:20,-0.58,19.2
3. 08. 2019 09:30,-0.59,19.9
3. 08. 2019 09:40,-0.57,20.6
3. 08. 2019 09:50,-0.61,21.1
3. 08. 2019 10:00,-0.61,21.4
3. 08. 2019 10:20,-0.6,21.5
3. 08. 2019 10:30,-0.56,22.1
3. 08. 2019 10:40,-0.56,22.4
3. 08. 2019 10:50,-0.57,22.2
3. 08. 2019 11:00,-0.65,22.3
3. 08. 2019 11:10,-0.65,22.8
3. 08. 2019 11:20,-0.63,23.1
3. 08. 2019 11:30,-0.59,23.2
3. 08. 2019 11:40,-0.6,23.2
3. 08. 2019 11:50,-0.69,23.3
3. 08. 2019 12:20,-0.71,23.8
3. 08. 2019 12:50,-0.67,24.3
3. 08. 2019 13:00,-0.69,24.9
3. 08. 2019 13:50,-0.68,23.3
3. 08. 2019 14:00,-0.61,23.2
3. 08. 2019 14:10,-0.59,22.8
3. 08. 2019 14:20,-0.64,22.1
3. 08. 2019 14:50,-0.64,21.2
3. 08. 2019 15:00,-0.51,21.3
3. 08. 2019 15:10,-0.46,20.7
3. 08. 2019 15:20,-0.39,20.2
3. 08. 2019 15:30,-0.45,19.6
3. 08. 2019 15:40,-0.35,19.6
3. 08. 2019 15:50,-0.51,19.7
3. 08. 2019 16:00,-0.58,20.3
3. 08. 2019 16:10,-0.5,20.8
3. 08. 2019 16:20,-0.55,20.7
3. 08. 2019 16:30,-0.65,20.8
3. 08. 2019 16:40,-0.58,20.4
3. 08. 2019 16:50,-0.53,20.2
3. 08. 2019 17:00,-0.73,20.1
3. 08. 2019 17:10,-0.6,19.7
3. 08. 2019 17:20,-0.58,19.4
3. 08. 2019 17:30,-0.58,19.4
3. 08. 2019 17:40,-0.61,19.7
3. 08. 2019 17:50,-0.63,20.2
3. 08. 2019 18:00,-0.62,20.5
3. 08. 2019 18:10,-0.59,21.5
3. 08. 2019 18:20,-0.6,21.5
3. 08. 2019 18:30,-0.58,21.4
3. 08. 2019 18:40,-0.6,21.3
3. 08. 2019 18:50,-0.61,20.8
3. 08. 2019 19:00,-0.65,20
3. 08. 2019 19:10,-0.61,19.6
3. 08. 2019 19:20,-0.69,19.3
3. 08. 2019 19:30,-0.73,19
3. 08. 2019 19:50,-0.55,17
3. 08. 2019 20:00,-0.46,16.4
3. 08. 2019 20:10,-0.45,16
3. 08. 2019 20:20,-0.52,16.2
3. 08. 2019 20:30,-0.54,16.1
3. 08. 2019 20:40,-0.68,16.4
3. 08. 2019 20:50,-0.77,16.4
3. 08. 2019 21:00,-0.74,15.9
3. 08. 2019 22:00,-0.62,15.8
3. 08. 2019 22:10,-0.52,15.3
3. 08. 2019 22:20,-0.46,15.1
3. 08. 2019 22:30,-0.37,15
3. 08. 2019 22:40,-0.49,14.9
3. 08. 2019 22:50,-0.51,14.5
3. 08. 2019 23:00,-0.38,14.5
3. 08. 2019 23:30,-0.44,15
3. 08. 2019 23:40,-0.44,14.5
3. 08. 2019 23:50,-0.53,14.4
4. 08. 2019 00:10,-0.53,14.3
4. 08. 2019 00:20,-0.52,14.2
4. 08. 2019 00:30,-0.46,14.1
4. 08. 2019 00:40,-0.51,13.9
4. 08. 2019 00:50,-0.6,13.7
4. 08. 2019 01:00,-0.66,13.5
4. 08. 2019 01:10,-0.66,13.5
4. 08. 2019 01:20,-0.55,13.4
4. 08. 2019 01:30,-0.38,13.3
4. 08. 2019 01:40,-0.48,13
4. 08. 2019 01:50,-0.55,12.8
4. 08. 2019 02:00,-0.58,12.8
4. 08. 2019 02:10,-0.51,12.6
4. 08. 2019 02:20,-0.49,12.6
4. 08. 2019 02:30,-0.57,12.6
4. 08. 2019 02:40,-0.66,12.3
4. 08. 2019 02:50,-0.73,12.4
4. 08. 2019 03:00,-0.76,12.3
4. 08. 2019 03:10,-0.72,12.1
4. 08. 2019 03:20,-0.6,12.7
4. 08. 2019 03:30,-0.45,12.7
4. 08. 2019 03:40,-0.52,12.7
4. 08. 2019 03:50,-0.65,12.6
4. 08. 2019 04:00,-0.66,12.5
4. 08. 2019 04:10,-0.66,12.5
4. 08. 2019 04:20,-0.63,12.1
4. 08. 2019 04:30,-0.67,11.8
4. 08. 2019 04:40,-0.68,12
4. 08. 2019 04:50,-0.7,12.2
4. 08. 2019 05:00,-0.7,12.5
4. 08. 2019 05:10,-0.67,11.7
4. 08. 2019 05:20,-0.65,11.3
4. 08. 2019 05:30,-0.61,11.5
4. 08. 2019 05:40,-0.58,12
4. 08. 2019 05:50,-0.69,12.3
4. 08. 2019 06:10,-0.6,13.4
4. 08. 2019 06:40,-0.71,14.3
4. 08. 2019 06:50,-0.68,14.6
4. 08. 2019 07:10,-0.74,14.7
4. 08. 2019 07:40,-0.75,15.3
4. 08. 2019 07:50,-0.75,15.7
4. 08. 2019 08:00,-0.72,16.1
4. 08. 2019 09:20,-0.66,19.6
4. 08. 2019 09:30,-0.65,20.1
4. 08. 2019 09:40,-0.62,20.6
4. 08. 2019 09:50,-0.67,20.8
4. 08. 2019 10:00,-0.64,21.2
4. 08. 2019 10:10,-0.62,21.7
4. 08. 2019 10:30,-0.65,22.5
4. 08. 2019 10:40,-0.64,22.3
4. 08. 2019 10:50,-0.64,22.7
4. 08. 2019 11:00,-0.67,23
4. 08. 2019 11:10,-0.58,22.8
4. 08. 2019 11:20,-0.65,22.8
4. 08. 2019 11:30,-0.65,22.9
4. 08. 2019 11:40,-0.66,23.4
4. 08. 2019 11:50,-0.68,24.2
4. 08. 2019 12:00,-0.71,23.7
4. 08. 2019 12:10,-0.68,23.5
4. 08. 2019 12:20,-0.67,23.7
4. 08. 2019 12:30,-0.69,23.9
4. 08. 2019 12:40,-0.69,24
4. 08. 2019 12:50,-0.71,24.5
4. 08. 2019 13:00,-0.73,24.5
4. 08. 2019 13:10,-0.66,24.8
4. 08. 2019 13:20,-0.67,24.5
4. 08. 2019 13:30,-0.66,24.1
4. 08. 2019 13:40,-0.63,24.5
4. 08. 2019 13:50,-0.72,24.8
4. 08. 2019 14:00,-0.7,24.8
4. 08. 2019 14:10,-0.63,24.6
4. 08. 2019 14:20,-0.72,24.3
4. 08. 2019 14:30,-0.71,24.7
4. 08. 2019 14:40,-0.61,24.1
4. 08. 2019 14:50,-0.66,24.3
4. 08. 2019 15:00,-0.67,24.9
4. 08. 2019 15:10,-0.63,25.1
4. 08. 2019 15:20,-0.67,25
4. 08. 2019 15:30,-0.7,25
4. 08. 2019 15:40,-0.69,25.1
4. 08. 2019 15:50,-0.63,25.1
4. 08. 2019 16:00,-0.59,24.7
4. 08. 2019 16:10,-0.54,23.9
4. 08. 2019 16:20,-0.59,24.6
4. 08. 2019 16:30,-0.63,25
4. 08. 2019 16:40,-0.67,25.3
4. 08. 2019 16:50,-0.62,25.2
4. 08. 2019 17:00,-0.6,24.8
4. 08. 2019 17:10,-0.57,23.8
4. 08. 2019 17:20,-0.63,23.4
4. 08. 2019 17:30,-0.61,23.4
4. 08. 2019 17:40,-0.59,23.2
4. 08. 2019 17:50,-0.56,22.9
4. 08. 2019 18:00,-0.53,22.4
4. 08. 2019 18:10,-0.5,22
4. 08. 2019 18:20,-0.57,22.2
4. 08. 2019 18:30,-0.58,22.3
4. 08. 2019 18:40,-0.65,22.4
4. 08. 2019 18:50,-0.64,22.4
4. 08. 2019 19:00,-0.62,22.2
4. 08. 2019 19:10,-0.63,21.6
4. 08. 2019 19:20,-0.63,21
4. 08. 2019 19:30,-0.64,20.9
4. 08. 2019 19:40,-0.57,20.7
4. 08. 2019 19:50,-0.58,20
4. 08. 2019 20:00,-0.62,19.7
4. 08. 2019 20:10,-0.58,19.6
4. 08. 2019 20:20,-0.56,19.2
4. 08. 2019 20:30,-0.54,19.2
4. 08. 2019 20:40,-0.55,19
4. 08. 2019 20:50,-0.61,18.9
4. 08. 2019 21:00,-0.61,18.8
4. 08. 2019 21:10,-0.61,18.4
4. 08. 2019 21:20,-0.6,18.3
4. 08. 2019 21:30,-0.55,18
4. 08. 2019 21:40,-0.56,17
4. 08. 2019 21:50,-0.57,16.4
4. 08. 2019 22:00,-0.55,16.2
4. 08. 2019 22:10,-0.52,15.3
4. 08. 2019 22:20,-0.52,15
4. 08. 2019 22:30,-0.57,14.8
4. 08. 2019 22:40,-0.55,14.5
4. 08. 2019 22:50,-0.54,14.7
4. 08. 2019 23:00,-0.52,14.6
4. 08. 2019 23:10,-0.52,14.3
4. 08. 2019 23:20,-0.56,14.5
4. 08. 2019 23:30,-0.57,14.6
4. 08. 2019 23:40,-0.5,14.6
4. 08. 2019 23:50,-0.49,14.2
5. 08. 2019 00:00,-0.49,13.9
5. 08. 2019 00:10,-0.4,13.9
5. 08. 2019 00:20,-0.37,13.9
5. 08. 2019 00:30,-0.37,13.8
5. 08. 2019 00:40,-0.46,13.8
5. 08. 2019 00:50,-0.46,13.8
5. 08. 2019 01:00,-0.49,13.8
5. 08. 2019 01:10,-0.37,13.8
5. 08. 2019 01:20,-0.42,13.7
5. 08. 2019 01:30,-0.45,13.7
5. 08. 2019 01:40,-0.37,13.9
5. 08. 2019 01:50,-0.41,14
5. 08. 2019 02:00,-0.46,14.1
5. 08. 2019 02:10,-0.42,14.2
5. 08. 2019 02:20,-0.44,14
5. 08. 2019 02:30,-0.39,13.8
5. 08. 2019 02:40,-0.34,13.6
5. 08. 2019 02:50,-0.36,13.5
5. 08. 2019 03:00,-0.39,13.4
5. 08. 2019 03:10,-0.39,13.1
5. 08. 2019 03:20,-0.43,13.1
5. 08. 2019 03:30,-0.38,13.1
5. 08. 2019 03:40,-0.44,12.9
5. 08. 2019 03:50,-0.45,12.5
5. 08. 2019 04:00,-0.37,12.5
5. 08. 2019 04:10,-0.4,12.5
5. 08. 2019 04:20,-0.44,12.6
5. 08. 2019 04:30,-0.33,12.5
5. 08. 2019 04:40,-0.34,12.3
5. 08. 2019 04:50,-0.33,11.8
5. 08. 2019 05:00,-0.39,11.8
5. 08. 2019 05:10,-0.34,11.8
5. 08. 2019 05:20,-0.35,12
5. 08. 2019 05:30,-0.25,12.3
5. 08. 2019 05:40,-0.3,12.5
5. 08. 2019 05:50,-0.3,12.7
5. 08. 2019 06:00,-0.32,13
5. 08. 2019 06:10,-0.31,13
5. 08. 2019 06:20,-0.34,13.2
5. 08. 2019 06:30,-0.32,13.6
5. 08. 2019 06:40,-0.31,13.8
5. 08. 2019 06:50,-0.31,14
5. 08. 2019 07:00,-0.27,14.5
5. 08. 2019 07:10,-0.29,15.2
5. 08. 2019 07:20,-0.32,15.6
5. 08. 2019 07:30,-0.29,15.9
5. 08. 2019 07:40,-0.28,16.4
5. 08. 2019 07:50,-0.32,17
5. 08. 2019 08:00,-0.33,17.9
5. 08. 2019 08:10,-0.32,18.6
5. 08. 2019 08:20,-0.38,19.2
5. 08. 2019 08:30,-0.41,20
5. 08. 2019 08:40,-0.42,20.6
5. 08. 2019 08:50,-0.44,21.4
5. 08. 2019 09:00,-0.47,21.6
5. 08. 2019 09:10,-0.47,22
5. 08. 2019 09:20,-0.55,22.4
5. 08. 2019 09:30,-0.54,22.4
5. 08. 2019 09:40,-0.51,22.7
5. 08. 2019 09:50,-0.53,22.7
5. 08. 2019 10:20,-0.53,23.7
5. 08. 2019 10:30,-0.55,23.9
5. 08. 2019 10:50,-0.52,23.8
5. 08. 2019 11:30,-0.53,24.3
5. 08. 2019 18:00,-0.5,23.8
5. 08. 2019 18:20,-0.53,23.4
5. 08. 2019 18:30,-0.58,23.3
5. 08. 2019 18:40,-0.55,22.7
5. 08. 2019 18:50,-0.61,22.2
5. 08. 2019 19:00,-0.55,22
5. 08. 2019 19:10,-0.56,21.9
5. 08. 2019 19:20,-0.57,21.7
5. 08. 2019 19:30,-0.54,21.7
5. 08. 2019 19:40,-0.52,21.7
5. 08. 2019 19:50,-0.51,21.7
5. 08. 2019 20:00,-0.54,21.3
5. 08. 2019 20:10,-0.54,20.8
5. 08. 2019 20:20,-0.55,20.4
5. 08. 2019 20:30,-0.58,19.7
5. 08. 2019 20:40,-0.57,19.5
5. 08. 2019 20:50,-0.53,19.2
5. 08. 2019 21:00,-0.54,19.1
5. 08. 2019 21:10,-0.59,19
5. 08. 2019 21:20,-0.56,18.5
5. 08. 2019 21:30,-0.53,18.5
5. 08. 2019 21:40,-0.55,18.4
5. 08. 2019 21:50,-0.54,17.4
5. 08. 2019 22:00,-0.48,16.6
5. 08. 2019 22:10,-0.55,16.6
5. 08. 2019 22:20,-0.46,17
5. 08. 2019 22:30,-0.48,17.5
5. 08. 2019 22:40,-0.47,17.3
5. 08. 2019 22:50,-0.46,16.6
5. 08. 2019 23:00,-0.46,15.9
5. 08. 2019 23:10,-0.49,16.1
5. 08. 2019 23:20,-0.51,16.3
5. 08. 2019 23:30,-0.55,15.8
5. 08. 2019 23:40,-0.51,15.8
5. 08. 2019 23:50,-0.46,14.9
6. 08. 2019 00:00,-0.47,14.8
6. 08. 2019 00:10,-0.4,14.8
6. 08. 2019 00:20,-0.39,14.8
6. 08. 2019 00:30,-0.34,14.7
6. 08. 2019 00:40,-0.3,15.1
6. 08. 2019 00:50,-0.34,15.1
6. 08. 2019 01:00,-0.3,15.1
6. 08. 2019 01:10,-0.33,14.9
6. 08. 2019 01:20,-0.42,14.3
6. 08. 2019 01:30,-0.44,14
6. 08. 2019 01:40,-0.45,13.8
6. 08. 2019 01:50,-0.43,13.7
6. 08. 2019 02:00,-0.46,13.6
6. 08. 2019 02:10,-0.41,13.7
6. 08. 2019 02:20,-0.42,13.9
6. 08. 2019 02:30,-0.35,13.9
6. 08. 2019 02:40,-0.34,14.1
6. 08. 2019 02:50,-0.35,14
6. 08. 2019 03:00,-0.34,13.5
6. 08. 2019 03:10,-0.38,13.1
6. 08. 2019 03:20,-0.35,13.1
6. 08. 2019 03:30,-0.32,13.2
6. 08. 2019 03:40,-0.35,13.3
6. 08. 2019 03:50,-0.31,12.9
6. 08. 2019 04:00,-0.36,12.7
6. 08. 2019 04:10,-0.38,12.6
6. 08. 2019 04:20,-0.38,12.7
6. 08. 2019 04:30,-0.38,13
6. 08. 2019 04:40,-0.33,13.2
6. 08. 2019 04:50,-0.32,13
6. 08. 2019 05:00,-0.29,12.9
6. 08. 2019 05:10,-0.37,12.9
6. 08. 2019 05:20,-0.42,13
6. 08. 2019 05:30,-0.33,12.9
6. 08. 2019 05:40,-0.33,13.1
6. 08. 2019 05:50,-0.37,13.2
6. 08. 2019 06:00,-0.31,13.3
6. 08. 2019 06:10,-0.34,13.4
6. 08. 2019 06:20,-0.38,13.6
6. 08. 2019 06:30,-0.35,13.7
6. 08. 2019 06:40,-0.29,13.9
6. 08. 2019 06:50,-0.31,14.3
6. 08. 2019 07:00,-0.3,14.6
6. 08. 2019 07:10,-0.31,15
6. 08. 2019 07:20,-0.33,15.5
6. 08. 2019 07:30,-0.34,16.1
6. 08. 2019 07:40,-0.35,16.6
6. 08. 2019 07:50,-0.29,17
6. 08. 2019 08:00,-0.28,17.7
6. 08. 2019 08:10,-0.28,18.2
6. 08. 2019 08:20,-0.33,18.8
6. 08. 2019 08:30,-0.35,19.6
6. 08. 2019 08:40,-0.38,20.6
6. 08. 2019 08:50,-0.43,21.4
6. 08. 2019 09:10,-0.36,22.7
6. 08. 2019 10:30,-0.55,24.2
6. 08. 2019 11:10,-0.48,24.9
6. 08. 2019 11:20,-0.53,25.1
6. 08. 2019 11:30,-0.47,25.3
6. 08. 2019 11:40,-0.49,25.3
6. 08. 2019 11:50,-0.59,25.5
6. 08. 2019 12:00,-0.57,25.6
6. 08. 2019 12:10,-0.49,25.8
6. 08. 2019 12:20,-0.5,25.9
6. 08. 2019 12:30,-0.53,25.9
6. 08. 2019 12:40,-0.54,26.2
6. 08. 2019 12:50,-0.57,26.3
6. 08. 2019 13:20,-0.58,25.6
6. 08. 2019 13:30,-0.51,25.7
6. 08. 2019 13:40,-0.51,25.6
6. 08. 2019 16:00,-0.58,25.7
6. 08. 2019 16:20,-0.6,25.4
6. 08. 2019 16:40,-0.62,25.2
6. 08. 2019 16:50,-0.6,25
6. 08. 2019 17:00,-0.58,24.9
6. 08. 2019 17:10,-0.53,24.6
6. 08. 2019 17:30,-0.61,24.4
6. 08. 2019 19:00,-0.41,22.5
6. 08. 2019 19:10,-0.5,22.3
6. 08. 2019 19:20,-0.52,22.1
6. 08. 2019 19:30,-0.48,22
6. 08. 2019 19:40,-0.5,21.8
6. 08. 2019 19:50,-0.55,21.6
6. 08. 2019 20:00,-0.54,21.4
6. 08. 2019 20:10,-0.55,21.4
6. 08. 2019 20:20,-0.53,21.3
6. 08. 2019 20:30,-0.58,21.1
6. 08. 2019 20:40,-0.57,21.1
6. 08. 2019 20:50,-0.56,21
6. 08. 2019 21:00,-0.51,20.7
6. 08. 2019 21:10,-0.45,20.4
6. 08. 2019 21:20,-0.46,20
6. 08. 2019 21:30,-0.42,19.4
6. 08. 2019 21:40,-0.43,19.1
6. 08. 2019 21:50,-0.44,18.8
6. 08. 2019 22:00,-0.41,18.9
6. 08. 2019 22:10,-0.49,18.8
6. 08. 2019 22:20,-0.52,18.7
6. 08. 2019 22:30,-0.57,18.9
6. 08. 2019 22:40,-0.49,18.8
6. 08. 2019 22:50,-0.52,18.9
6. 08. 2019 23:00,-0.54,19.2
6. 08. 2019 23:10,-0.56,18.8
6. 08. 2019 23:20,-0.47,18.8
6. 08. 2019 23:30,-0.53,18.3
6. 08. 2019 23:40,-0.49,17.9
6. 08. 2019 23:50,-0.42,17.9
7. 08. 2019 00:00,-0.41,17.8
7. 08. 2019 00:10,-0.59,18.6
7. 08. 2019 00:20,-0.48,18.8
7. 08. 2019 00:30,-0.39,18.7
7. 08. 2019 01:20,-0.09,18.4
7. 08. 2019 01:30,-0.09,18.5
7. 08. 2019 01:40,-0.4,18.3
7. 08. 2019 02:10,-0.46,18.2
7. 08. 2019 02:20,-0.47,18.2
7. 08. 2019 02:30,-0.23,17.8
7. 08. 2019 02:40,-0.32,17.7
7. 08. 2019 02:50,-0.48,18.1
7. 08. 2019 03:30,-0.38,17.8
7. 08. 2019 03:40,-0.43,17.9
7. 08. 2019 03:50,-0.45,18
7. 08. 2019 04:00,-0.43,18.2
7. 08. 2019 04:10,-0.35,18
7. 08. 2019 04:20,-0.34,18
7. 08. 2019 04:30,-0.42,18
7. 08. 2019 04:40,-0.41,17.6
7. 08. 2019 04:50,-0.43,17.1
7. 08. 2019 05:00,-0.43,17.4
7. 08. 2019 05:10,-0.45,18
7. 08. 2019 05:20,-0.49,18.1
7. 08. 2019 05:30,-0.49,17.7
7. 08. 2019 05:40,-0.45,17.2
7. 08. 2019 05:50,-0.38,17.1
7. 08. 2019 06:00,-0.35,17.4
7. 08. 2019 06:10,-0.34,17.7
7. 08. 2019 06:20,-0.4,18.1
7. 08. 2019 06:30,-0.42,18.4
7. 08. 2019 06:40,-0.39,18.3
7. 08. 2019 06:50,-0.4,18.5
7. 08. 2019 07:00,-0.46,18.9
7. 08. 2019 07:10,-0.49,19.3
7. 08. 2019 07:20,-0.47,19.6
7. 08. 2019 07:30,-0.52,19.9
7. 08. 2019 07:40,-0.51,20.2
7. 08. 2019 07:50,-0.46,20.4
7. 08. 2019 08:00,-0.54,20.8
7. 08. 2019 08:10,-0.51,21.3
7. 08. 2019 08:20,-0.51,21.6
7. 08. 2019 18:20,-0.61,24.1
7. 08. 2019 18:30,-0.64,23.9
7. 08. 2019 18:40,-0.64,23.2
7. 08. 2019 18:50,-0.6,22.7
7. 08. 2019 19:00,-0.62,22.6
7. 08. 2019 19:10,-0.61,22.5
7. 08. 2019 19:20,-0.6,22.3
7. 08. 2019 19:30,-0.64,22.3
7. 08. 2019 19:40,-0.64,21.8
7. 08. 2019 19:50,-0.6,21.6
7. 08. 2019 20:00,-0.66,21.9
7. 08. 2019 20:10,-0.6,21.5
7. 08. 2019 20:20,-0.55,21.2
7. 08. 2019 20:30,-0.6,21
7. 08. 2019 20:40,-0.57,20.8
7. 08. 2019 20:50,-0.62,20.3
7. 08. 2019 21:00,-0.67,19.5
7. 08. 2019 21:10,-0.65,19.9
7. 08. 2019 21:20,-0.65,20.6
7. 08. 2019 21:30,-0.67,20.7
7. 08. 2019 21:40,-0.61,19.6
7. 08. 2019 21:50,-0.6,19.4
7. 08. 2019 22:00,-0.58,19.6
7. 08. 2019 22:10,-0.6,19.5
7. 08. 2019 22:20,-0.62,19.4
7. 08. 2019 22:30,-0.6,19.2
7. 08. 2019 22:40,-0.64,19.3
7. 08. 2019 22:50,-0.62,19.4
7. 08. 2019 23:00,-0.64,19.5
7. 08. 2019 23:10,-0.66,19.6
7. 08. 2019 23:20,-0.63,19.6
7. 08. 2019 23:30,-0.67,19.7
7. 08. 2019 23:40,-0.66,19.6
7. 08. 2019 23:50,-0.65,19.7
8. 08. 2019 00:00,-0.67,19.6
8. 08. 2019 00:10,-0.7,19.6
8. 08. 2019 00:20,-0.64,19.6
8. 08. 2019 00:30,-0.7,19.4
8. 08. 2019 00:40,-0.71,19.4
8. 08. 2019 00:50,-0.62,19.3
8. 08. 2019 01:00,-0.64,19.1
8. 08. 2019 01:10,-0.67,18.8
8. 08. 2019 01:20,-0.66,18.6
8. 08. 2019 01:30,-0.65,18.5
8. 08. 2019 01:40,-0.64,18.5
8. 08. 2019 01:50,-0.62,18.5
8. 08. 2019 02:00,-0.61,18.5
8. 08. 2019 02:10,-0.68,18.5
8. 08. 2019 02:20,-0.63,18.1
8. 08. 2019 02:30,-0.72,18.2
8. 08. 2019 02:40,-0.62,18
8. 08. 2019 02:50,-0.72,17.9
8. 08. 2019 03:00,-0.67,17.9
8. 08. 2019 03:10,-0.64,17.8
8. 08. 2019 03:20,-0.63,18
8. 08. 2019 03:30,-0.5,17.7
8. 08. 2019 03:40,-0.49,17.5
8. 08. 2019 03:50,-0.53,17.4
8. 08. 2019 04:00,-0.52,17.3
8. 08. 2019 04:10,-0.6,17.3
8. 08. 2019 04:20,-0.69,17.4
8. 08. 2019 04:30,-0.66,17.4
8. 08. 2019 04:40,-0.7,17.6
8. 08. 2019 04:50,-0.7,17.5
8. 08. 2019 05:00,-0.64,17.3
8. 08. 2019 05:10,-0.6,17.2
8. 08. 2019 05:20,-0.59,17.3
8. 08. 2019 05:30,-0.54,17.1
8. 08. 2019 05:40,-0.58,17.1
8. 08. 2019 05:50,-0.65,17.3
8. 08. 2019 06:00,-0.63,17.6
8. 08. 2019 06:10,-0.64,17.8
8. 08. 2019 06:20,-0.6,18
8. 08. 2019 06:30,-0.62,18.3
8. 08. 2019 06:40,-0.64,18.6
8. 08. 2019 06:50,-0.62,19.1
8. 08. 2019 07:00,-0.64,19.6
8. 08. 2019 07:10,-0.69,20.2
8. 08. 2019 07:20,-0.61,20.8
8. 08. 2019 07:30,-0.67,21.5
8. 08. 2019 07:40,-0.64,21.7
8. 08. 2019 07:50,-0.66,21.5
8. 08. 2019 08:00,-0.66,21.4
8. 08. 2019 08:10,-0.72,21.2
8. 08. 2019 08:20,-0.72,21.2
8. 08. 2019 08:30,-0.72,21.1
8. 08. 2019 08:40,-0.76,21.5
8. 08. 2019 08:50,-0.73,21.6
8. 08. 2019 09:00,-0.71,21.5
8. 08. 2019 09:10,-0.7,21.4
8. 08. 2019 09:20,-0.75,21.3
8. 08. 2019 09:30,-0.75,21.5
8. 08. 2019 09:40,-0.77,22.2
8. 08. 2019 09:50,-0.74,23.5
8. 08. 2019 10:00,-0.77,23.8
8. 08. 2019 10:10,-0.79,23.7
8. 08. 2019 10:20,-0.79,23.7
8. 08. 2019 10:30,-0.81,23.8
8. 08. 2019 12:20,-0.72,21.9
8. 08. 2019 12:30,-0.71,21.2
8. 08. 2019 12:40,-0.63,20.6
8. 08. 2019 12:50,-0.62,20.4
8. 08. 2019 13:00,-0.74,20.6
8. 08. 2019 13:10,-0.78,20.9
8. 08. 2019 13:20,-0.78,21.4
8. 08. 2019 14:00,-0.84,23.8
8. 08. 2019 14:20,-0.76,23
8. 08. 2019 14:30,-0.77,23.3
8. 08. 2019 14:40,-0.77,23.2
8. 08. 2019 14:50,-0.76,23.1
8. 08. 2019 15:00,-0.78,23.1
8. 08. 2019 15:10,-0.7,23.7
8. 08. 2019 15:30,-0.73,24.5
8. 08. 2019 15:40,-0.72,24
8. 08. 2019 15:50,-0.76,24.3
8. 08. 2019 19:20,-0.83,20
8. 08. 2019 19:40,-0.83,20
8. 08. 2019 20:00,-0.83,20.1
8. 08. 2019 20:20,-0.77,19.9
8. 08. 2019 21:30,-0.82,19.2
8. 08. 2019 21:40,-0.67,19.1
8. 08. 2019 22:10,-0.76,18.8
8. 08. 2019 22:20,-0.76,18.8
8. 08. 2019 22:30,-0.77,18.7
8. 08. 2019 22:40,-0.73,18.6
8. 08. 2019 22:50,-0.72,18.5
8. 08. 2019 23:00,-0.74,18.4
8. 08. 2019 23:10,-0.79,18.3
8. 08. 2019 23:30,-0.71,18.3
8. 08. 2019 23:40,-0.77,18.2
8. 08. 2019 23:50,-0.73,18.1
9. 08. 2019 00:00,-0.74,18.2
9. 08. 2019 00:10,-0.68,18.2
9. 08. 2019 00:50,-0.56,17.9
9. 08. 2019 01:00,-0.61,17.7
9. 08. 2019 01:10,-0.66,17.6
9. 08. 2019 01:20,-0.7,17.7
9. 08. 2019 02:10,-0.65,17.6
9. 08. 2019 02:20,-0.6,17.5
9. 08. 2019 02:30,-0.64,17.5
9. 08. 2019 02:50,-0.64,17.5
9. 08. 2019 03:10,-0.63,17.5
9. 08. 2019 03:20,-0.62,17.3
9. 08. 2019 03:30,-0.62,17.1
9. 08. 2019 03:40,-0.59,17
9. 08. 2019 04:00,-0.67,16.9
9. 08. 2019 04:10,-0.71,16.7
9. 08. 2019 04:20,-0.81,16.6
9. 08. 2019 04:30,-0.79,16.5
9. 08. 2019 04:40,-0.8,16.5
9. 08. 2019 04:50,-0.85,16.5
9. 08. 2019 05:10,-0.85,16.4
